,address_full,price,count_beds,count_baths,sq_ft,days_on_zillow,address,city,state_zip,state_abrev,zip_code,date_scraped
356,"9132 Sutherland Ct, Raleigh, NC 27615","$795,000",4,5,"4,408",9,9132 Sutherland Ct, Raleigh,NC 27615,NC,27615,2022-12-03
357,"1418 Lyon St #102, Raleigh, NC 27608","$1,575,000",5,4,"4,176",3,1418 Lyon St #102, Raleigh,NC 27608,NC,27608,2022-12-03
358,"7810 Allscott Way, Raleigh, NC 27612","$365,000",2,3,"1,400",1,7810 Allscott Way, Raleigh,NC 27612,NC,27612,2022-12-03
359,"2901 Market Bridge Ln APT 105, Raleigh, NC 27608","$598,900",2,2,"1,475",1,2901 Market Bridge Ln APT 105, Raleigh,NC 27608,NC,27608,2022-12-03
360,"2801 Crestline Ave, Raleigh, NC 27603","$295,000",3,1,"1,092",5,2801 Crestline Ave, Raleigh,NC 27603,NC,27603,2022-12-03
361,"242 Pecan Rd, Raleigh, NC 27603","$399,900",3,2,"1,695",1,242 Pecan Rd, Raleigh,NC 27603,NC,27603,2022-12-03
362,"10510 Rosegate Ct UNIT 306, Raleigh, NC 27617","$330,000",2,2,"1,416",3,10510 Rosegate Ct UNIT 306, Raleigh,NC 27617,NC,27617,2022-12-03
363,"1506 Joe Louis Ave, Raleigh, NC 27610","$557,000",3,3,"1,820",1,1506 Joe Louis Ave, Raleigh,NC 27610,NC,27610,2022-12-03
364,"3230 Landing Falls Ln, Raleigh, NC 27616","$377,000",3,3,"2,092",7,3230 Landing Falls Ln, Raleigh,NC 27616,NC,27616,2022-12-03
365,"1439 Garner Rd, Raleigh, NC 27610","$550,000",4,3,"1,855",1,1439 Garner Rd, Raleigh,NC 27610,NC,27610,2022-12-03
366,"7712 Cart Track Trl, Raleigh, NC 27615","$338,000",3,2,"1,389",8,7712 Cart Track Trl, Raleigh,NC 27615,NC,27615,2022-12-03
367,"4017 Whitney Peak Dr, Raleigh, NC 27616","$403,340",4,3,"2,134",5,4017 Whitney Peak Dr, Raleigh,NC 27616,NC,27616,2022-12-03
368,"1516 Crafton Way, Raleigh, NC 27607","$675,000",4,3,"2,925",5,1516 Crafton Way, Raleigh,NC 27607,NC,27607,2022-12-03
369,"2800 Romealia Ln, Raleigh, NC 27613","$899,000",5,5,"3,368",5,2800 Romealia Ln, Raleigh,NC 27613,NC,27613,2022-12-03
370,"4324 Oak Park Rd, Raleigh, NC 27612","$565,000",4,3,"2,772",7,4324 Oak Park Rd, Raleigh,NC 27612,NC,27612,2022-12-03
371,"616 E Cabarrus St, Raleigh, NC 27601","$1,100,000",4,3,"2,577",4,616 E Cabarrus St, Raleigh,NC 27601,NC,27601,2022-12-03
372,"9709 Dayton Ct, Raleigh, NC 27617","$950,000",5,5,"4,165",1,9709 Dayton Ct, Raleigh,NC 27617,NC,27617,2022-12-03
373,"3605 Octavia St, Raleigh, NC 27606","$575,000",4,3,"2,622",8,3605 Octavia St, Raleigh,NC 27606,NC,27606,2022-12-03
374,"2709 Sanctuary Woods Ln, Raleigh, NC 27606","$1,400,000",4,5,"4,762",4,2709 Sanctuary Woods Ln, Raleigh,NC 27606,NC,27606,2022-12-03
375,"2433 Sunnystone Way, Raleigh, NC 27613","$715,000",4,3,"2,919",3,2433 Sunnystone Way, Raleigh,NC 27613,NC,27613,2022-12-03
376,"8004 Haymarket Ln, Raleigh, NC 27615","$462,500",3,2,"1,655",4,8004 Haymarket Ln, Raleigh,NC 27615,NC,27615,2022-12-03
377,"4516 Ocean Crest Cir, Raleigh, NC 27603","$495,000",3,3,"2,490",7,4516 Ocean Crest Cir, Raleigh,NC 27603,NC,27603,2022-12-03
378,"8201 Clarks Branch Dr, Raleigh, NC 27613","$775,000",4,4,"3,411",3,8201 Clarks Branch Dr, Raleigh,NC 27613,NC,27613,2022-12-03
379,"9821 Rockledge Dr, Raleigh, NC 27617","$525,000",4,4,"2,827",2,9821 Rockledge Dr, Raleigh,NC 27617,NC,27617,2022-12-03
380,"8010 Upper Lake Dr, Raleigh, NC 27615","$515,000",3,3,"2,217",1,8010 Upper Lake Dr, Raleigh,NC 27615,NC,27615,2022-12-03
381,"2039 Travern Dr, Raleigh, NC 27603","$600,000",4,3,"2,983",2,2039 Travern Dr, Raleigh,NC 27603,NC,27603,2022-12-03
382,"5045 Dawn Piper Dr, Raleigh, NC 27613","$355,000",3,3,"1,562",1,5045 Dawn Piper Dr, Raleigh,NC 27613,NC,27613,2022-12-03
383,"5533 Red Robin Rd, Raleigh, NC 27613","$340,000",2,4,"1,937",1,5533 Red Robin Rd, Raleigh,NC 27613,NC,27613,2022-12-03
384,"4617 Fox Rd, Raleigh, NC 27616","$369,900",3,3,"1,590",2,4617 Fox Rd, Raleigh,NC 27616,NC,27616,2022-12-03
385,"834 Bankston Woods Way, Raleigh, NC 27609","$575,000",4,4,"2,157",5,834 Bankston Woods Way, Raleigh,NC 27609,NC,27609,2022-12-03
386,"7917 Sutterton Ct, Raleigh, NC 27615","$599,000",3,2,"2,203",2,7917 Sutterton Ct, Raleigh,NC 27615,NC,27615,2022-12-03
387,"301 Fayetteville St UNIT 2914, Raleigh, NC 27601","$835,000",2,2,"1,588",7,301 Fayetteville St UNIT 2914, Raleigh,NC 27601,NC,27601,2022-12-03
388,"9413 Lake Villa Way, Raleigh, NC 27614","$595,000",3,3,"2,474",3,9413 Lake Villa Way, Raleigh,NC 27614,NC,27614,2022-12-03
389,"6309 Johnsdale Rd, Raleigh, NC 27615","$499,990",4,2,"3,449",8,6309 Johnsdale Rd, Raleigh,NC 27615,NC,27615,2022-12-03
390,"829 Cumberland St #100, Raleigh, NC 27610","$495,000",3,3,"1,714",9,829 Cumberland St #100, Raleigh,NC 27610,NC,27610,2022-12-03
391,"7024 Longstreet Dr #B, Raleigh, NC 27615","$216,000",2,2,"1,031",6,7024 Longstreet Dr #B, Raleigh,NC 27615,NC,27615,2022-12-03
392,"2044 Muirfield Village Way, Raleigh, NC 27604","$475,000",5,3,"3,483",1,2044 Muirfield Village Way, Raleigh,NC 27604,NC,27604,2022-12-03
393,"6444 Perry Creek Rd, Raleigh, NC 27616","$350,000",3,4,"1,830",4,6444 Perry Creek Rd, Raleigh,NC 27616,NC,27616,2022-12-03
394,"6212 Braidwood Ct, Raleigh, NC 27612","$405,000",4,4,"2,227",1,6212 Braidwood Ct, Raleigh,NC 27612,NC,27612,2022-12-03
395,"5801 Hampton Ridge Rd, Raleigh, NC 27603","$375,000",3,3,"2,207",1,5801 Hampton Ridge Rd, Raleigh,NC 27603,NC,27603,2022-12-03
396,"5538 Wade Park Blvd, Raleigh, NC 27607","$662,000",4,4,"2,837",5,5538 Wade Park Blvd, Raleigh,NC 27607,NC,27607,2022-12-03
397,"403 Dennis Ave, Raleigh, NC 27604","$572,500",3,2,"1,340",4,403 Dennis Ave, Raleigh,NC 27604,NC,27604,2022-12-03
398,"405 Inclusion Way, Raleigh, NC 27610","$396,990",3,3,"1,528",1,405 Inclusion Way, Raleigh,NC 27610,NC,27610,2022-12-03
399,"5 N Swain St, Raleigh, NC 27601","$1,495,000",3,4,"2,829",5,5 N Swain St, Raleigh,NC 27601,NC,27601,2022-12-03
400,"815 S Person St, Raleigh, NC 27601","$750,000",3,3,"1,706",2,815 S Person St, Raleigh,NC 27601,NC,27601,2022-12-03
401,"11149 Bayberry Hills Dr, Raleigh, NC 27617","$592,500",3,2,"2,004",5,11149 Bayberry Hills Dr, Raleigh,NC 27617,NC,27617,2022-12-03
402,"4817 Latimer Rd, Raleigh, NC 27609","$631,000",4,2,"1,608",7,4817 Latimer Rd, Raleigh,NC 27609,NC,27609,2022-12-03
403,"6712 Millbridge Ct, Raleigh, NC 27615","$450,000",3,2,"1,460",6,6712 Millbridge Ct, Raleigh,NC 27615,NC,27615,2022-12-03
404,"312 Freeman St, Raleigh, NC 27601","$694,900",4,4,"2,211",1,312 Freeman St, Raleigh,NC 27601,NC,27601,2022-12-03
405,"2815 Bedfordshire Ct, Raleigh, NC 27604","$299,000",2,3,"1,269",1,2815 Bedfordshire Ct, Raleigh,NC 27604,NC,27604,2022-12-03
406,"1001 Nicholwood Dr APT 205, Raleigh, NC 27605","$399,000",2,2,"1,065",3,1001 Nicholwood Dr APT 205, Raleigh,NC 27605,NC,27605,2022-12-03
407,"3300 Marcony Way, Raleigh, NC 27610","$309,000",3,2,"1,278",6,3300 Marcony Way, Raleigh,NC 27610,NC,27610,2022-12-03
408,"3213 Huntleigh Dr, Raleigh, NC 27604","$410,000",4,3,"1,923",2,3213 Huntleigh Dr, Raleigh,NC 27604,NC,27604,2022-12-03
409,"7615 Cape Charles Dr, Raleigh, NC 27617","$599,900",4,3,"2,932",1,7615 Cape Charles Dr, Raleigh,NC 27617,NC,27617,2022-12-03
410,"7312 Cape Charles Dr, Raleigh, NC 27617","$425,000",3,2,"1,755",5,7312 Cape Charles Dr, Raleigh,NC 27617,NC,27617,2022-12-03
411,"1422 Pineview Dr, Raleigh, NC 27606","$595,900",4,4,"1,878",2,1422 Pineview Dr, Raleigh,NC 27606,NC,27606,2022-12-03
412,"8493 Central Dr, Raleigh, NC 27613","$324,900",2,3,"1,404",1,8493 Central Dr, Raleigh,NC 27613,NC,27613,2022-12-03
413,"1105 Swallow Falls Ln, Raleigh, NC 27614","$2,390,000",5,6,"6,734",6,1105 Swallow Falls Ln, Raleigh,NC 27614,NC,27614,2022-12-03
414,"8709 Langtree Ln, Raleigh, NC 27613","$675,000",3,4,"3,077",3,8709 Langtree Ln, Raleigh,NC 27613,NC,27613,2022-12-03
415,"724 S State St, Raleigh, NC 27601","$619,800",4,3,"1,953",2,724 S State St, Raleigh,NC 27601,NC,27601,2022-12-03
416,"1421 Millstone Landing Dr, Raleigh, NC 27603","$849,900",4,5,"4,672",5,1421 Millstone Landing Dr, Raleigh,NC 27603,NC,27603,2022-12-03
417,"6016 Colonial Dr, Raleigh, NC 27603","$210,000",2,1,930,1,6016 Colonial Dr, Raleigh,NC 27603,NC,27603,2022-12-03
418,"205 Woodburn Rd, Raleigh, NC 27605","$1,200,000",4,3,"2,381",2,205 Woodburn Rd, Raleigh,NC 27605,NC,27605,2022-12-03
419,"7525 S Tanglewild Dr, Raleigh, NC 27613","$1,950,000",5,4,"5,376",8,7525 S Tanglewild Dr, Raleigh,NC 27613,NC,27613,2022-12-03
420,"7820 Falcon Rest Cir #7820, Raleigh, NC 27615","$260,000",3,3,"1,324",8,7820 Falcon Rest Cir #7820, Raleigh,NC 27615,NC,27615,2022-12-03
421,"5801 Wynmore Rd, Raleigh, NC 27610","$354,000",4,3,"1,980",9,5801 Wynmore Rd, Raleigh,NC 27610,NC,27610,2022-12-03
422,"504 Hanska Way, Raleigh, NC 27610","$344,500",3,3,"1,538",2,504 Hanska Way, Raleigh,NC 27610,NC,27610,2022-12-03
423,"3716 Carnegie Ln, Raleigh, NC 27612","$405,000",3,2,"1,887",5,3716 Carnegie Ln, Raleigh,NC 27612,NC,27612,2022-12-03
424,"6813 Foxfire Pl, Raleigh, NC 27615","$949,900",6,4,"3,421",2,6813 Foxfire Pl, Raleigh,NC 27615,NC,27615,2022-12-03
425,"1101 Hobson Ct, Raleigh, NC 27607","$750,000",4,3,"3,513",5,1101 Hobson Ct, Raleigh,NC 27607,NC,27607,2022-12-03
426,"2313 August Way, Raleigh, NC 27610","$339,500",3,3,"1,653",2,2313 August Way, Raleigh,NC 27610,NC,27610,2022-12-03
427,"4317 Grassy Field Dr, Raleigh, NC 27610","$429,000",3,3,"2,058",1,4317 Grassy Field Dr, Raleigh,NC 27610,NC,27610,2022-12-03
428,"3703 Hester Cir, Raleigh, NC 27604","$297,000",3,2,"1,257",2,3703 Hester Cir, Raleigh,NC 27604,NC,27604,2022-12-03
429,"5209 Edgewood Rd, Raleigh, NC 27609","$475,000",4,3,"1,996",1,5209 Edgewood Rd, Raleigh,NC 27609,NC,27609,2022-12-03
430,"5921 Paducah Dr, Raleigh, NC 27610","$335,000",3,3,"1,884",9,5921 Paducah Dr, Raleigh,NC 27610,NC,27610,2022-12-03
431,"615 Daniels St #316, Raleigh, NC 27605","$399,900",1,1,639,5,615 Daniels St #316, Raleigh,NC 27605,NC,27605,2022-12-03
432,"3506 Bellevue Rd, Raleigh, NC 27609","$600,000","10,018.8 Square Feet",3 days,363,7,3506 Bellevue Rd, Raleigh,NC 27609,NC,27609,2022-12-03
433,"10934 Connally Ln, Raleigh, NC 27614","$435,000",3,2,"1,838",5,10934 Connally Ln, Raleigh,NC 27614,NC,27614,2022-12-03
434,"10825 Farmville Rd, Raleigh, NC 27614","$308,000",2,2,"1,113",9,10825 Farmville Rd, Raleigh,NC 27614,NC,27614,2022-12-03
435,"1412 Banks Brooke Dr LOT 154, Raleigh, NC 27603","$839,900",4,4,"3,985",6,1412 Banks Brooke Dr LOT 154, Raleigh,NC 27603,NC,27603,2022-12-03
436,"1808 Hilton St, Raleigh, NC 27608","$1,200,000",5,4,"3,049",8,1808 Hilton St, Raleigh,NC 27608,NC,27608,2022-12-03
437,"8234 Ebenezer Church Rd, Raleigh, NC 27617","$409,900",4,4,"1,933",1,8234 Ebenezer Church Rd, Raleigh,NC 27617,NC,27617,2022-12-03
438,"1241 University Ct APT 304, Raleigh, NC 27606","$273,000",4,4,"1,219",4,1241 University Ct APT 304, Raleigh,NC 27606,NC,27606,2022-12-03
439,"710 Harvey St, Raleigh, NC 27608","$470,000",2,3,"1,334",1,710 Harvey St, Raleigh,NC 27608,NC,27608,2022-12-03
440,"1317 Greenbranch Ln, Raleigh, NC 27603","$321,000",3,3,"1,536",1,1317 Greenbranch Ln, Raleigh,NC 27603,NC,27603,2022-12-03
441,"2905 Bardwell Rd, Raleigh, NC 27604","$291,000",3,1,"1,114",6,2905 Bardwell Rd, Raleigh,NC 27604,NC,27604,2022-12-03
442,"829 Mill Greens Ct, Raleigh, NC 27609","$434,900",3,3,"1,666",2,829 Mill Greens Ct, Raleigh,NC 27609,NC,27609,2022-12-03
443,"2509 Torbay Ct, Raleigh, NC 27613","$415,000",3,3,"2,045",2,2509 Torbay Ct, Raleigh,NC 27613,NC,27613,2022-12-03
444,"5012 Isabella Cannon Dr, Raleigh, NC 27612","$650,000",4,4,"3,621",7,5012 Isabella Cannon Dr, Raleigh,NC 27612,NC,27612,2022-12-03
445,"2613 Quarry Ridge Ln, Raleigh, NC 27610","$334,500",3,3,"1,803",5,2613 Quarry Ridge Ln, Raleigh,NC 27610,NC,27610,2022-12-03
446,"14314 Foxcroft Rd, Raleigh, NC 27614","$319,900",3,3,"1,686",3,14314 Foxcroft Rd, Raleigh,NC 27614,NC,27614,2022-12-03
447,"11817 N Exeter Way, Raleigh, NC 27613","$364,000",3,2,"1,440",6,11817 N Exeter Way, Raleigh,NC 27613,NC,27613,2022-12-03
448,"401 Plainview Ave, Raleigh, NC 27604","$500,000",2,1,750,1,401 Plainview Ave, Raleigh,NC 27604,NC,27604,2022-12-03
449,"7257 Manor Oaks Dr, Raleigh, NC 27615","$1,199,000",5,4,"3,921",4,7257 Manor Oaks Dr, Raleigh,NC 27615,NC,27615,2022-12-03
450,"12309 Creedmoor Rd, Raleigh, NC 27614","$1,275,000",4,5,"5,015",4,12309 Creedmoor Rd, Raleigh,NC 27614,NC,27614,2022-12-03
451,"491 Seastone St, Raleigh, NC 27603","$425,000",3,3,"2,537",5,491 Seastone St, Raleigh,NC 27603,NC,27603,2022-12-03
452,"5909 Giddings St, Raleigh, NC 27616","$425,000",4,4,"2,182",3,5909 Giddings St, Raleigh,NC 27616,NC,27616,2022-12-03
453,"6413 New Market Way #6413, Raleigh, NC 27615","$294,900",3,3,"1,370",2,6413 New Market Way #6413, Raleigh,NC 27615,NC,27615,2022-12-03
454,"6605 Mountain Brook Ln, Raleigh, NC 27615","$485,000",4,3,"2,217",3,6605 Mountain Brook Ln, Raleigh,NC 27615,NC,27615,2022-12-03
455,"324 Mickleson Ridge Dr, Raleigh, NC 27603","$445,000",4,3,"2,955",6,324 Mickleson Ridge Dr, Raleigh,NC 27603,NC,27603,2022-12-03
456,"6024 Wintergreen Dr, Raleigh, NC 27609","$699,900",4,3,"2,111",1,6024 Wintergreen Dr, Raleigh,NC 27609,NC,27609,2022-12-03
457,"7318 Carlton Dr, Raleigh, NC 27616","$499,000",3,3,"2,453",2,7318 Carlton Dr, Raleigh,NC 27616,NC,27616,2022-12-03
458,"704 Resplendent Pl, Raleigh, NC 27603","$549,900",3,3,"2,580",1,704 Resplendent Pl, Raleigh,NC 27603,NC,27603,2022-12-03
459,"1200 Capability Dr #103, Raleigh, NC 27606","$374,900",2,3,"1,289",1,1200 Capability Dr #103, Raleigh,NC 27606,NC,27606,2022-12-03
460,"4705 Crescent Square St #1308, Raleigh, NC 27616","$447,660",4,3,"2,541",5,4705 Crescent Square St #1308, Raleigh,NC 27616,NC,27616,2022-12-03
461,"617 Barksdale Dr, Raleigh, NC 27604","$485,000",4,3,"2,027",9,617 Barksdale Dr, Raleigh,NC 27604,NC,27604,2022-12-03
462,"6830 Resting Grove Rd, Raleigh, NC 27610","$389,000",3,3,"2,266",2,6830 Resting Grove Rd, Raleigh,NC 27610,NC,27610,2022-12-03
463,"2100 Thorpshire Dr, Raleigh, NC 27615","$650,000",3,3,"3,133",4,2100 Thorpshire Dr, Raleigh,NC 27615,NC,27615,2022-12-03
464,"1425 Nottingham Rd, Raleigh, NC 27607","$1,800,000",5,6,"4,737",1,1425 Nottingham Rd, Raleigh,NC 27607,NC,27607,2022-12-03
465,"512 Worth St, Raleigh, NC 27601","$795,000",3,3,"1,773",3,512 Worth St, Raleigh,NC 27601,NC,27601,2022-12-03
466,"2430 Condor Ct, Raleigh, NC 27615","$282,000",3,3,"1,310",1,2430 Condor Ct, Raleigh,NC 27615,NC,27615,2022-12-03
467,"9801 Pine Meadow Ln, Raleigh, NC 27615","$949,000",3,4,"3,829",3,9801 Pine Meadow Ln, Raleigh,NC 27615,NC,27615,2022-12-03
468,"5309 Falls Of Neuse Rd, Raleigh, NC 27609","$510,000",4,4,"2,196",8,5309 Falls Of Neuse Rd, Raleigh,NC 27609,NC,27609,2022-12-03
469,"1216 Hannahs View Dr, Raleigh, NC 27615","$1,650,000",4,5,"4,261",1,1216 Hannahs View Dr, Raleigh,NC 27615,NC,27615,2022-12-03
470,"1400 Barony Lake Way, Raleigh, NC 27614","$3,195,000",5,5,"5,992",8,1400 Barony Lake Way, Raleigh,NC 27614,NC,27614,2022-12-03
471,"6212 Lewisand Cir, Raleigh, NC 27615","$549,000",4,3,"2,600",5,6212 Lewisand Cir, Raleigh,NC 27615,NC,27615,2022-12-03
472,"2254 Lazy River Dr, Raleigh, NC 27610","$396,000",4,3,"2,308",9,2254 Lazy River Dr, Raleigh,NC 27610,NC,27610,2022-12-03
473,"5518 Spindlewood Ct, Durham, NC 27703","$475,000",4,3,"2,278",1,5518 Spindlewood Ct, Durham,NC 27703,NC,27703,2022-12-03
474,"905 Moye Dr, Raleigh, NC 27606","$659,000",4,3,"2,625",1,905 Moye Dr, Raleigh,NC 27606,NC,27606,2022-12-03
475,"2027 Turtle Point Dr, Raleigh, NC 27604","$250,000",2,3,"1,244",4,2027 Turtle Point Dr, Raleigh,NC 27604,NC,27604,2022-12-03
476,"8409 Aptos Ct, Raleigh, NC 27613","$824,900",6,5,"4,124",2,8409 Aptos Ct, Raleigh,NC 27613,NC,27613,2022-12-03
477,"1700 Crag Burn Ln, Raleigh, NC 27604","$322,000",3,3,"1,619",1,1700 Crag Burn Ln, Raleigh,NC 27604,NC,27604,2022-12-03
478,"3926 Milltown Ridge Run, Raleigh, NC 27612","$489,236",3,4,"2,098",4,3926 Milltown Ridge Run, Raleigh,NC 27612,NC,27612,2022-12-03
479,"2100 Oakcrest Ct, Raleigh, NC 27612","$724,800",3,3,"2,857",1,2100 Oakcrest Ct, Raleigh,NC 27612,NC,27612,2022-12-03
480,"5959 Dixon Dr, Raleigh, NC 27609","$399,999",3,4,"2,217",3,5959 Dixon Dr, Raleigh,NC 27609,NC,27609,2022-12-03
481,"3317 Skycrest Dr, Raleigh, NC 27604","$441,000",4,3,"2,068",1,3317 Skycrest Dr, Raleigh,NC 27604,NC,27604,2022-12-03
482,"1302 Dogwood Ln, Raleigh, NC 27607","$725,000",3,2,"1,320",2,1302 Dogwood Ln, Raleigh,NC 27607,NC,27607,2022-12-03
483,"12827 Tee Time Way, Raleigh, NC 27614","$375,000",3,3,"1,711",7,12827 Tee Time Way, Raleigh,NC 27614,NC,27614,2022-12-03
484,"2110 Woodview Dr, Raleigh, NC 27604","$525,000",3,1,"1,189",2,2110 Woodview Dr, Raleigh,NC 27604,NC,27604,2022-12-03
485,"909 Oberlin Rd, Raleigh, NC 27605","$525,000",0.26 Acres,3 days,184,3,909 Oberlin Rd, Raleigh,NC 27605,NC,27605,2022-12-03
486,"1213 Glendale Dr, Raleigh, NC 27612","$1,230,000",4,4,"3,967",4,1213 Glendale Dr, Raleigh,NC 27612,NC,27612,2022-12-03
487,"9350 Wooden Rd, Raleigh, NC 27617","$449,000",4,4,"2,224",2,9350 Wooden Rd, Raleigh,NC 27617,NC,27617,2022-12-03
488,"1203 E Lane St, Raleigh, NC 27601","$695,000",3,3,"1,900",5,1203 E Lane St, Raleigh,NC 27601,NC,27601,2022-12-03
489,"1308 Manovill Pl, Raleigh, NC 27609","$595,000",4,3,"2,613",5,1308 Manovill Pl, Raleigh,NC 27609,NC,27609,2022-12-03
490,"313 Lord Ashley Rd, Raleigh, NC 27610","$689,900",4,2,"2,383",7,313 Lord Ashley Rd, Raleigh,NC 27610,NC,27610,2022-12-03
491,"3132 Ashel St, Raleigh, NC 27612","$2,695,000",5,6,"5,470",2,3132 Ashel St, Raleigh,NC 27612,NC,27612,2022-12-03
492,"7232 Ewing Pl, Raleigh, NC 27616","$319,900",3,3,"1,402",1,7232 Ewing Pl, Raleigh,NC 27616,NC,27616,2022-12-03
493,"9606 Clubvalley Way, Raleigh, NC 27617","$1,100,000",5,5,"4,350",4,9606 Clubvalley Way, Raleigh,NC 27617,NC,27617,2022-12-03
494,"4424 Captain Falls Dr, Raleigh, NC 27610","$374,900",4,3,"2,060",1,4424 Captain Falls Dr, Raleigh,NC 27610,NC,27610,2022-12-03
495,"2605 Tealin Ln, Raleigh, NC 27606","$1,350,000",4,6,"4,300",1,2605 Tealin Ln, Raleigh,NC 27606,NC,27606,2022-12-03
496,"9307 Sevillanos Walk, Raleigh, NC 27617","$525,000",3,3,"2,219",7,9307 Sevillanos Walk, Raleigh,NC 27617,NC,27617,2022-12-03
497,"1002 Lake Boone Trl, Raleigh, NC 27607","$3,900,000",5,9,"11,758",1,1002 Lake Boone Trl, Raleigh,NC 27607,NC,27607,2022-12-03
498,"1038 High Lake Ct, Raleigh, NC 27606","$440,000",3,2,"1,935",3,1038 High Lake Ct, Raleigh,NC 27606,NC,27606,2022-12-03
499,"3420 Hackney Ct, Raleigh, NC 27613","$575,000",3,3,"2,394",7,3420 Hackney Ct, Raleigh,NC 27613,NC,27613,2022-12-03
500,"1716 Pinedale Dr, Raleigh, NC 27603","$474,400",4,3,"2,500",7,1716 Pinedale Dr, Raleigh,NC 27603,NC,27603,2022-12-03
501,"6133 Bushmills St, Raleigh, NC 27613","$239,900",2,2,"1,175",1,6133 Bushmills St, Raleigh,NC 27613,NC,27613,2022-12-03
502,"1504 Tawny View Ln, Raleigh, NC 27603","$459,990",3,3,"2,185",5,1504 Tawny View Ln, Raleigh,NC 27603,NC,27603,2022-12-03
503,"1425 Whittington Dr, Raleigh, NC 27614","$569,000",4,3,"2,650",8,1425 Whittington Dr, Raleigh,NC 27614,NC,27614,2022-12-03
504,"1315 E Lane St, Raleigh, NC 27610","$1,843,200",--,--,--,4,1315 E Lane St, Raleigh,NC 27610,NC,27610,2022-12-03
505,"2933 Mount Vernon Church Rd, Raleigh, NC 27613","$185,000",0.77 Acres,540 days,834,1,2933 Mount Vernon Church Rd, Raleigh,NC 27613,NC,27613,2022-12-03
506,"2315 Stevens Rd, Raleigh, NC 27610","$375,000",3,2,"1,024",4,2315 Stevens Rd, Raleigh,NC 27610,NC,27610,2022-12-03
507,"5913 Hourglass Ct, Raleigh, NC 27612","$399,500",3,3,"1,988",7,5913 Hourglass Ct, Raleigh,NC 27612,NC,27612,2022-12-03
508,"2601 Tealin Ln, Raleigh, NC 27606","$1,225,000",5,5,"4,164",2,2601 Tealin Ln, Raleigh,NC 27606,NC,27606,2022-12-03
509,"2740 Peachleaf St, Raleigh, NC 27614","$675,000",5,4,"3,200",1,2740 Peachleaf St, Raleigh,NC 27614,NC,27614,2022-12-03
510,"4512 Latrobe Ct, Raleigh, NC 27604","$355,000",4,3,"1,747",7,4512 Latrobe Ct, Raleigh,NC 27604,NC,27604,2022-12-03
511,"9917 Miranda Dr, Raleigh, NC 27617","$519,990",4,3,"2,806",7,9917 Miranda Dr, Raleigh,NC 27617,NC,27617,2022-12-03
512,"107 Galloway Ct, Raleigh, NC 27615","$320,000",3,3,"1,536",6,107 Galloway Ct, Raleigh,NC 27615,NC,27615,2022-12-03
513,"13026 Edsel Dr, Raleigh, NC 27613","$674,900",4,4,"3,052",9,13026 Edsel Dr, Raleigh,NC 27613,NC,27613,2022-12-03
514,"2809 Peachleaf St, Raleigh, NC 27614","$539,900",4,3,"2,650",1,2809 Peachleaf St, Raleigh,NC 27614,NC,27614,2022-12-03
515,"4503 Antique Ln, Raleigh, NC 27616","$247,000",2,3,"1,293",5,4503 Antique Ln, Raleigh,NC 27616,NC,27616,2022-12-03
516,"7024 Longstreet Dr #A, Raleigh, NC 27615","$209,900",2,2,"1,015",2,7024 Longstreet Dr #A, Raleigh,NC 27615,NC,27615,2022-12-03
517,"8516 Micollet Ct, Raleigh, NC 27613","$329,600",2,2,"1,323",2,8516 Micollet Ct, Raleigh,NC 27613,NC,27613,2022-12-03
518,"2631 Cloud Mist Cir, Raleigh, NC 27614","$385,000",3,3,"2,101",3,2631 Cloud Mist Cir, Raleigh,NC 27614,NC,27614,2022-12-03
519,"1124 Hobson Ct, Raleigh, NC 27607","$995,000",4,4,"3,130",5,1124 Hobson Ct, Raleigh,NC 27607,NC,27607,2022-12-03
520,"3921 Milltown Ridge Run, Raleigh, NC 27612","$548,480",3,4,"2,100",D,3921 Milltown Ridge Run, Raleigh,NC 27612,NC,27612,2022-12-03
521,"5324 Poyner Rd, Raleigh, NC 27612","$1,375,000",5,6,"5,526",6,5324 Poyner Rd, Raleigh,NC 27612,NC,27612,2022-12-03
522,"10434 Dapping Dr, Raleigh, NC 27614","$399,990",3,3,"1,905",2,10434 Dapping Dr, Raleigh,NC 27614,NC,27614,2022-12-03
523,"11204 Trescott Ct, Raleigh, NC 27614","$1,975,000",4,8,"8,975",4,11204 Trescott Ct, Raleigh,NC 27614,NC,27614,2022-12-03
524,"4213 Timberbrook Dr, Raleigh, NC 27616","$319,900",3,2,"1,235",2,4213 Timberbrook Dr, Raleigh,NC 27616,NC,27616,2022-12-03
525,"1201 Westview Ln APT 203, Raleigh, NC 27605","$299,900",1,1,800,1,1201 Westview Ln APT 203, Raleigh,NC 27605,NC,27605,2022-12-03
526,"3510 Glenraven Dr, Raleigh, NC 27604","$354,000",3,2,"1,749",9,3510 Glenraven Dr, Raleigh,NC 27604,NC,27604,2022-12-03
527,"2603 Sterling Park Dr, Raleigh, NC 27603","$290,000",2,3,"1,216",1,2603 Sterling Park Dr, Raleigh,NC 27603,NC,27603,2022-12-03
528,"3319 White Oak Rd, Raleigh, NC 27609","$4,995,000",6,11,"20,283",7,3319 White Oak Rd, Raleigh,NC 27609,NC,27609,2022-12-03
529,"5636 N Hawthorne Way, Raleigh, NC 27613","$524,999",4,3,"2,218",9,5636 N Hawthorne Way, Raleigh,NC 27613,NC,27613,2022-12-03
