,address_full,price,count_beds,count_baths,sq_ft,days_on_zillow,address,city,state_zip,state_abrev,zip_code,date_scraped
171,"2409 Toll Mill Ct, Raleigh, NC 27606","$1,295,000",4,6,"4,674",4,2409 Toll Mill Ct, Raleigh,NC 27606,NC,27606,2022-11-30
172,"6813 Foxfire Pl, Raleigh, NC 27615","$949,900",6,4,"3,421",2,6813 Foxfire Pl, Raleigh,NC 27615,NC,27615,2022-11-30
173,"5445 Vista View Ct, Raleigh, NC 27612","$349,000",2,3,"1,752",1,5445 Vista View Ct, Raleigh,NC 27612,NC,27612,2022-11-30
174,"4813 Abundance Ave, Raleigh, NC 27616","$550,000",4,3,"2,814",6,4813 Abundance Ave, Raleigh,NC 27616,NC,27616,2022-11-30
175,"1124 Harper Rd, Raleigh, NC 27603","$450,000",6,3,"2,716",1,1124 Harper Rd, Raleigh,NC 27603,NC,27603,2022-11-30
176,"8777 Cypress Grove Run, Raleigh, NC 27612","$350,000",2,4,"1,845",1,8777 Cypress Grove Run, Raleigh,NC 27612,NC,27612,2022-11-30
177,"1600 Bickett Blvd, Raleigh, NC 27608","$695,000",3,2,"1,625",9,1600 Bickett Blvd, Raleigh,NC 27608,NC,27608,2022-11-30
178,"1025 Suffolk Blvd, Raleigh, NC 27603","$315,000",3,2,936,3,1025 Suffolk Blvd, Raleigh,NC 27603,NC,27603,2022-11-30
179,"1216 Duffy Pl, Raleigh, NC 27603","$350,000",2,1,846,7,1216 Duffy Pl, Raleigh,NC 27603,NC,27603,2022-11-30
180,"5201 Harrington Grove Dr, Raleigh, NC 27613","$489,900",3,2,"1,900",4,5201 Harrington Grove Dr, Raleigh,NC 27613,NC,27613,2022-11-30
181,"6129 Weobley Ln, Raleigh, NC 27614","$800,000",4,3,"3,288",6,6129 Weobley Ln, Raleigh,NC 27614,NC,27614,2022-11-30
182,"12305 Kendall Ridge Ct, Durham, NC 27703","$375,000",4,3,"1,849",5,12305 Kendall Ridge Ct, Durham,NC 27703,NC,27703,2022-11-30
183,"6016 Over Hadden Ct, Raleigh, NC 27614","$2,900,000",5,8,"7,779",5,6016 Over Hadden Ct, Raleigh,NC 27614,NC,27614,2022-11-30
184,"1629 Sweetwater Ln, Raleigh, NC 27610","$825,000",4,3,"3,222",8,1629 Sweetwater Ln, Raleigh,NC 27610,NC,27610,2022-11-30
185,"7316 Laketree Dr, Raleigh, NC 27615","$460,000",3,3,"1,754",2,7316 Laketree Dr, Raleigh,NC 27615,NC,27615,2022-11-30
186,"12827 Tee Time Way, Raleigh, NC 27614","$375,000",3,3,"1,711",5,12827 Tee Time Way, Raleigh,NC 27614,NC,27614,2022-11-30
187,"108 Penncross Dr, Raleigh, NC 27610","$429,900",5,3,"2,400",3,108 Penncross Dr, Raleigh,NC 27610,NC,27610,2022-11-30
188,"1734 Township Cir, Raleigh, NC 27609","$270,000",2,3,"1,285",7,1734 Township Cir, Raleigh,NC 27609,NC,27609,2022-11-30
189,"7738 Sandra Ln, Raleigh, NC 27615","$250,000",3,2,"1,332",4,7738 Sandra Ln, Raleigh,NC 27615,NC,27615,2022-11-30
190,"5053 Aspen Meadow St, Raleigh, NC 27616","$599,000",5,3,"2,994",1,5053 Aspen Meadow St, Raleigh,NC 27616,NC,27616,2022-11-30
191,"2029 Township Cir, Raleigh, NC 27609","$239,000",2,3,"1,106",4,2029 Township Cir, Raleigh,NC 27609,NC,27609,2022-11-30
192,"4511 Buffaloe Rd, Raleigh, NC 27616","$59,900",0.82 Acres,2 days,582,4,4511 Buffaloe Rd, Raleigh,NC 27616,NC,27616,2022-11-30
193,"500 Deodar Ln, Raleigh, NC 27608","$699,000",3,4,"2,350",1,500 Deodar Ln, Raleigh,NC 27608,NC,27608,2022-11-30
194,"5220 Old Forge Cir, Raleigh, NC 27609","$589,000",3,2,"1,515",1,5220 Old Forge Cir, Raleigh,NC 27609,NC,27609,2022-11-30
195,"1031 Wirewood Dr APT 302, Raleigh, NC 27605","$369,000",2,2,911,4,1031 Wirewood Dr APT 302, Raleigh,NC 27605,NC,27605,2022-11-30
196,"4927 Werribee Dr, Raleigh, NC 27616","$330,000",3,2,"1,367",6,4927 Werribee Dr, Raleigh,NC 27616,NC,27616,2022-11-30
197,"5813 Caledonia St, Raleigh, NC 27609","$399,900",3,2,"1,213",3,5813 Caledonia St, Raleigh,NC 27609,NC,27609,2022-11-30
198,"319 Fayetteville St UNIT 314, Raleigh, NC 27601","$480,000",2,2,"1,510",1,319 Fayetteville St UNIT 314, Raleigh,NC 27601,NC,27601,2022-11-30
199,"2904 Charleston Oaks Dr, Raleigh, NC 27614","$849,000",4,5,"4,035",8,2904 Charleston Oaks Dr, Raleigh,NC 27614,NC,27614,2022-11-30
200,"6452 Camellia Creek Dr, Raleigh, NC 27603","$775,000",4,6,"3,884",1,6452 Camellia Creek Dr, Raleigh,NC 27603,NC,27603,2022-11-30
201,"1422 Pineview Dr, Raleigh, NC 27606","$605,900",4,4,"1,878",1,1422 Pineview Dr, Raleigh,NC 27606,NC,27606,2022-11-30
202,"7655 Birchmoor Way, Raleigh, NC 27616","$485,000",4,3,"2,844",2,7655 Birchmoor Way, Raleigh,NC 27616,NC,27616,2022-11-30
203,"2608 Elmhurst Cir, Raleigh, NC 27610","$275,000",3,2,"1,613",1,2608 Elmhurst Cir, Raleigh,NC 27610,NC,27610,2022-11-30
204,"5269 Windy Hill Dr, Raleigh, NC 27609","$247,000",3,3,"1,406",1,5269 Windy Hill Dr, Raleigh,NC 27609,NC,27609,2022-11-30
205,"4009 Falls River Ave, Raleigh, NC 27614","$750,000",4,4,"3,618",6,4009 Falls River Ave, Raleigh,NC 27614,NC,27614,2022-11-30
206,"2717 Hiking Trl, Raleigh, NC 27615","$520,000",3,4,"2,440",1,2717 Hiking Trl, Raleigh,NC 27615,NC,27615,2022-11-30
207,"7257 Manor Oaks Dr, Raleigh, NC 27615","$1,199,000",5,4,"3,921",4,7257 Manor Oaks Dr, Raleigh,NC 27615,NC,27615,2022-11-30
208,"6848 Lakinsville Ln, Raleigh, NC 27610","$325,000",3,3,"1,932",2,6848 Lakinsville Ln, Raleigh,NC 27610,NC,27610,2022-11-30
209,"317 W Morgan St APT 515, Raleigh, NC 27601","$1,790,000",4,3,"2,875",1,317 W Morgan St APT 515, Raleigh,NC 27601,NC,27601,2022-11-30
210,"1004 Buttar Ln, Raleigh, NC 27614","$3,350,000",5,5,"10,157",1,1004 Buttar Ln, Raleigh,NC 27614,NC,27614,2022-11-30
211,"2412 Milburnie Rd, Raleigh, NC 27610","$375,000",2,1,"1,043",1,2412 Milburnie Rd, Raleigh,NC 27610,NC,27610,2022-11-30
212,"6524 Perry Creek Rd, Raleigh, NC 27616","$399,900",3,3,"2,107",8,6524 Perry Creek Rd, Raleigh,NC 27616,NC,27616,2022-11-30
213,"213 Linden Ave, Raleigh, NC 27601","$450,000",2,1,"1,040",2,213 Linden Ave, Raleigh,NC 27601,NC,27601,2022-11-30
214,"1908 White Oak Rd, Raleigh, NC 27608","$579,900",3,2,"1,448",3,1908 White Oak Rd, Raleigh,NC 27608,NC,27608,2022-11-30
215,"2444 Milburnie Rd, Raleigh, NC 27610","$359,000",3,1,"1,013",1,2444 Milburnie Rd, Raleigh,NC 27610,NC,27610,2022-11-30
216,"2213 Roberts St, Raleigh, NC 27607","$675,000",3,3,"2,051",1,2213 Roberts St, Raleigh,NC 27607,NC,27607,2022-11-30
217,"909 Oberlin Rd, Raleigh, NC 27605","$525,000",0.26 Acres,6 hours,53,1,909 Oberlin Rd, Raleigh,NC 27605,NC,27605,2022-11-30
218,"6120 Sunpointe Dr APT 301, Raleigh, NC 27606","$199,900",1,1,842,6,6120 Sunpointe Dr APT 301, Raleigh,NC 27606,NC,27606,2022-11-30
219,"6713 Johnsdale Rd, Raleigh, NC 27615","$439,500",3,4,"2,584",5,6713 Johnsdale Rd, Raleigh,NC 27615,NC,27615,2022-11-30
220,"1108 Vannstone Dr, Raleigh, NC 27603","$460,000",3,3,"2,130",4,1108 Vannstone Dr, Raleigh,NC 27603,NC,27603,2022-11-30
221,"913 Weston St, Raleigh, NC 27610","$299,900",3,2,"1,038",4,913 Weston St, Raleigh,NC 27610,NC,27610,2022-11-30
222,"3424 Vireo Ct, Raleigh, NC 27616","$430,000",4,3,"2,541",1,3424 Vireo Ct, Raleigh,NC 27616,NC,27616,2022-11-30
223,"1418 Lyon St #101, Raleigh, NC 27608","$1,650,000",6,4,"4,414",6,1418 Lyon St #101, Raleigh,NC 27608,NC,27608,2022-11-30
224,"7712 Cart Track Trl, Raleigh, NC 27615","$338,000",3,2,"1,389",8,7712 Cart Track Trl, Raleigh,NC 27615,NC,27615,2022-11-30
225,"8251 Hempshire Pl APT 101, Raleigh, NC 27613","$349,900",3,3,"1,627",1,8251 Hempshire Pl APT 101, Raleigh,NC 27613,NC,27613,2022-11-30
226,"1418 Lyon St #102, Raleigh, NC 27608","$1,575,000",5,4,"4,176",7,1418 Lyon St #102, Raleigh,NC 27608,NC,27608,2022-11-30
227,"8121 Farmlea Cir, Raleigh, NC 27616","$185,000",2,2,948,1,8121 Farmlea Cir, Raleigh,NC 27616,NC,27616,2022-11-30
228,"2720 Charleston Oaks Dr, Raleigh, NC 27614","$925,000",6,6,"5,333",3,2720 Charleston Oaks Dr, Raleigh,NC 27614,NC,27614,2022-11-30
229,"3700 Pembrook Pl, Raleigh, NC 27612","$565,000",4,3,"2,189",4,3700 Pembrook Pl, Raleigh,NC 27612,NC,27612,2022-11-30
230,"4617 Dresden Village Dr, Raleigh, NC 27604","$400,000",4,3,"2,194",5,4617 Dresden Village Dr, Raleigh,NC 27604,NC,27604,2022-11-30
231,"4125 Yadkin Dr, Raleigh, NC 27609","$650,000",3,2,"1,605",5,4125 Yadkin Dr, Raleigh,NC 27609,NC,27609,2022-11-30
232,"3952 Wendy Ln, Raleigh, NC 27606","$265,000",3,3,"1,518",7,3952 Wendy Ln, Raleigh,NC 27606,NC,27606,2022-11-30
233,"405 Inclusion Way, Raleigh, NC 27610","$396,990",3,3,"1,528",8,405 Inclusion Way, Raleigh,NC 27610,NC,27610,2022-11-30
234,"5805 Rocky Point Ct, Raleigh, NC 27613","$999,999",4,6,"5,493",4,5805 Rocky Point Ct, Raleigh,NC 27613,NC,27613,2022-11-30
235,"4722 Black Mountain Path, Raleigh, NC 27612","$317,000",2,3,"1,258",1,4722 Black Mountain Path, Raleigh,NC 27612,NC,27612,2022-11-30
236,"5801 Hampton Ridge Rd, Raleigh, NC 27603","$375,000",3,3,"2,207",1,5801 Hampton Ridge Rd, Raleigh,NC 27603,NC,27603,2022-11-30
237,"8493 Central Dr, Raleigh, NC 27613","$324,900",2,3,"1,404",1,8493 Central Dr, Raleigh,NC 27613,NC,27613,2022-11-30
238,"68 Old Hickory Dr, Raleigh, NC 27603","$549,900",4,3,"2,845",9,68 Old Hickory Dr, Raleigh,NC 27603,NC,27603,2022-11-30
239,"829 Cumberland St #100 &amp; 101, Raleigh, NC 27610","$990,000",--,--,"3,366",9,829 Cumberland St #100 &amp; 101, Raleigh,NC 27610,NC,27610,2022-11-30
240,"1404 Westmoreland Dr, Raleigh, NC 27612","$635,000",3,2,"1,711",1,1404 Westmoreland Dr, Raleigh,NC 27612,NC,27612,2022-11-30
241,"7704 Fiesta Way, Raleigh, NC 27615","$399,900",4,3,"2,287",3,7704 Fiesta Way, Raleigh,NC 27615,NC,27615,2022-11-30
242,"6305 Paint Rock Ln, Raleigh, NC 27610","$395,000",5,4,"2,762",1,6305 Paint Rock Ln, Raleigh,NC 27610,NC,27610,2022-11-30
243,"4908 Harbour Towne Dr, Raleigh, NC 27604","$338,000",3,2,"1,706",5,4908 Harbour Towne Dr, Raleigh,NC 27604,NC,27604,2022-11-30
244,"5045 Dawn Piper Dr, Raleigh, NC 27613","$360,000",3,3,"1,562",1,5045 Dawn Piper Dr, Raleigh,NC 27613,NC,27613,2022-11-30
245,"9606 Clubvalley Way, Raleigh, NC 27617","$1,100,000",5,5,"4,350",4,9606 Clubvalley Way, Raleigh,NC 27617,NC,27617,2022-11-30
246,"8010 Upper Lake Dr, Raleigh, NC 27615","$515,000",3,3,"2,217",9,8010 Upper Lake Dr, Raleigh,NC 27615,NC,27615,2022-11-30
247,"1412 Banks Brooke Dr LOT 154, Raleigh, NC 27603","$839,900",4,4,"3,985",6,1412 Banks Brooke Dr LOT 154, Raleigh,NC 27603,NC,27603,2022-11-30
248,"403 Dennis Ave, Raleigh, NC 27604","$572,500",3,2,"1,340",3,403 Dennis Ave, Raleigh,NC 27604,NC,27604,2022-11-30
249,"8120 Knebworth Ct, Raleigh, NC 27613","$450,000",3,3,"2,526",1,8120 Knebworth Ct, Raleigh,NC 27613,NC,27613,2022-11-30
250,"1001 Minnie Dr, Raleigh, NC 27603","$640,000",3,3,"2,555",2,1001 Minnie Dr, Raleigh,NC 27603,NC,27603,2022-11-30
251,"2037 Summer Shire Way, Raleigh, NC 27604","$374,000",3,3,"2,171",9,2037 Summer Shire Way, Raleigh,NC 27604,NC,27604,2022-11-30
252,"429 S Meadow Rd, Raleigh, NC 27603","$350,000",3,3,"1,479",5,429 S Meadow Rd, Raleigh,NC 27603,NC,27603,2022-11-30
253,"3932 Griffis Glen Dr, Raleigh, NC 27610","$330,000",4,3,"1,621",3,3932 Griffis Glen Dr, Raleigh,NC 27610,NC,27610,2022-11-30
254,"3420 Hackney Ct, Raleigh, NC 27613","$575,000",3,3,"2,394",7,3420 Hackney Ct, Raleigh,NC 27613,NC,27613,2022-11-30
255,"2032 Aviara Dr, Raleigh, NC 27606","$1,000,000",4,4,"4,274",1,2032 Aviara Dr, Raleigh,NC 27606,NC,27606,2022-11-30
256,"6610 Morgantown St, Raleigh, NC 27616","$285,000",2,3,"1,390",6,6610 Morgantown St, Raleigh,NC 27616,NC,27616,2022-11-30
257,"2601 Whippletree Dr, Raleigh, NC 27603","$649,999",3,3,"2,591",1,2601 Whippletree Dr, Raleigh,NC 27603,NC,27603,2022-11-30
258,"6508 Rock Quarry Rd, Raleigh, NC 27610","$324,800",3,2,"1,448",1,6508 Rock Quarry Rd, Raleigh,NC 27610,NC,27610,2022-11-30
259,"1308 Tavernier Knoll Ln, Raleigh, NC 27603","$525,000",3,3,"2,614",9,1308 Tavernier Knoll Ln, Raleigh,NC 27603,NC,27603,2022-11-30
260,"7609 Brighton Hill Ln, Raleigh, NC 27616","$329,900",3,3,"1,401",2,7609 Brighton Hill Ln, Raleigh,NC 27616,NC,27616,2022-11-30
261,"7826 Silverthread Ln, Raleigh, NC 27617","$335,000",2,3,"1,349",1,7826 Silverthread Ln, Raleigh,NC 27617,NC,27617,2022-11-30
262,"705 Lanham Pl, Raleigh, NC 27615","$625,000",4,3,--,D,705 Lanham Pl, Raleigh,NC 27615,NC,27615,2022-11-30
263,"2942 Glenridge Dr, Raleigh, NC 27604","$465,000",4,2,"1,924",1,2942 Glenridge Dr, Raleigh,NC 27604,NC,27604,2022-11-30
264,"3409 Archdale Dr, Raleigh, NC 27614","$375,000",4,3,"2,115",1,3409 Archdale Dr, Raleigh,NC 27614,NC,27614,2022-11-30
265,"816 Peyton St, Raleigh, NC 27610","$479,900",4,4,"1,949",1,816 Peyton St, Raleigh,NC 27610,NC,27610,2022-11-30
266,"4032 Converse Dr, Raleigh, NC 27609","$649,000",4,3,"2,233",7,4032 Converse Dr, Raleigh,NC 27609,NC,27609,2022-11-30
267,"9413 Lake Villa Way, Raleigh, NC 27614","$595,000",3,3,"2,474",2,9413 Lake Villa Way, Raleigh,NC 27614,NC,27614,2022-11-30
268,"1540 Rock Dove Way, Raleigh, NC 27614","$1,495,000",5,4,"4,466",2,1540 Rock Dove Way, Raleigh,NC 27614,NC,27614,2022-11-30
269,"3348 Forest Mill Cir, Raleigh, NC 27616","$360,000",3,3,"1,693",4,3348 Forest Mill Cir, Raleigh,NC 27616,NC,27616,2022-11-30
270,"3820 Yadkin Dr, Raleigh, NC 27609","$949,900",5,5,"3,366",4,3820 Yadkin Dr, Raleigh,NC 27609,NC,27609,2022-11-30
271,"3626 Cold Harbour Dr, Raleigh, NC 27610","$315,500",3,2,"1,351",5,3626 Cold Harbour Dr, Raleigh,NC 27610,NC,27610,2022-11-30
272,"9132 Sutherland Ct, Raleigh, NC 27615","$795,000",4,5,"4,408",9,9132 Sutherland Ct, Raleigh,NC 27615,NC,27615,2022-11-30
273,"7917 Sutterton Ct, Raleigh, NC 27615","$599,000",3,2,"2,203",1,7917 Sutterton Ct, Raleigh,NC 27615,NC,27615,2022-11-30
274,"520 Poplar Dr, Raleigh, NC 27603","$98,000",0.46 Acres,6 days,501,1,520 Poplar Dr, Raleigh,NC 27603,NC,27603,2022-11-30
275,"615 Daniels St #316, Raleigh, NC 27605","$399,900",1,1,639,5,615 Daniels St #316, Raleigh,NC 27605,NC,27605,2022-11-30
276,"5804 Falls Of Neuse Rd APT F, Raleigh, NC 27609","$230,000",2,2,"1,010",1,5804 Falls Of Neuse Rd APT F, Raleigh,NC 27609,NC,27609,2022-11-30
277,"2100 Thorpshire Dr, Raleigh, NC 27615","$659,900",3,3,"3,133",4,2100 Thorpshire Dr, Raleigh,NC 27615,NC,27615,2022-11-30
278,"6309 Johnsdale Rd, Raleigh, NC 27615","$499,990",4,2,"3,449",7,6309 Johnsdale Rd, Raleigh,NC 27615,NC,27615,2022-11-30
279,"6132 Loch Laural Ln, Raleigh, NC 27613","$233,000",2,3,"1,163",1,6132 Loch Laural Ln, Raleigh,NC 27613,NC,27613,2022-11-30
280,"7912 Milltrace Run, Raleigh, NC 27615","$487,955",4,3,"2,460",1,7912 Milltrace Run, Raleigh,NC 27615,NC,27615,2022-11-30
281,"1310 Canyon Rock Ct UNIT 106, Raleigh, NC 27610","$262,000",3,3,"1,747",2,1310 Canyon Rock Ct UNIT 106, Raleigh,NC 27610,NC,27610,2022-11-30
282,"7608 Fiesta Way, Raleigh, NC 27615","$473,995",4,3,"2,418",4,7608 Fiesta Way, Raleigh,NC 27615,NC,27615,2022-11-30
283,"3424 Mackinac Island Ln, Raleigh, NC 27610","$314,900",3,3,"1,503",5,3424 Mackinac Island Ln, Raleigh,NC 27610,NC,27610,2022-11-30
284,"8640 Neuse Landing Ln UNIT 109, Raleigh, NC 27616","$266,700",3,3,"1,696",1,8640 Neuse Landing Ln UNIT 109, Raleigh,NC 27616,NC,27616,2022-11-30
285,"222 Glenwood Ave APT 515, Raleigh, NC 27603","$450,000",2,2,"1,173",2,222 Glenwood Ave APT 515, Raleigh,NC 27603,NC,27603,2022-11-30
286,"504 Hanska Way, Raleigh, NC 27610","$344,500",3,3,"1,538",2,504 Hanska Way, Raleigh,NC 27610,NC,27610,2022-11-30
287,"301 Sawmill Rd, Raleigh, NC 27615","$301,000",3,2,"1,176",1,301 Sawmill Rd, Raleigh,NC 27615,NC,27615,2022-11-30
288,"204 Rattan Bay Dr, Raleigh, NC 27610","$290,000",3,2,"1,300",4,204 Rattan Bay Dr, Raleigh,NC 27610,NC,27610,2022-11-30
289,"204 Benar Dr, Raleigh, NC 27603","$250,000",3,2,"1,500",2,204 Benar Dr, Raleigh,NC 27603,NC,27603,2022-11-30
290,"11173 Bayberry Hills Dr, Raleigh, NC 27617","$525,000",3,2,"1,921",2,11173 Bayberry Hills Dr, Raleigh,NC 27617,NC,27617,2022-11-30
291,"4324 Oak Park Rd, Raleigh, NC 27612","$565,000",4,3,"2,772",6,4324 Oak Park Rd, Raleigh,NC 27612,NC,27612,2022-11-30
292,"1425 Nottingham Rd, Raleigh, NC 27607","$1,900,000",5,6,"4,737",1,1425 Nottingham Rd, Raleigh,NC 27607,NC,27607,2022-11-30
293,"4208 Waterbury Rd, Raleigh, NC 27604","$342,000",3,2,"1,701",4,4208 Waterbury Rd, Raleigh,NC 27604,NC,27604,2022-11-30
294,"2811 Simpkins Rd, Raleigh, NC 27603","$795,000",3,3,"3,995",8,2811 Simpkins Rd, Raleigh,NC 27603,NC,27603,2022-11-30
295,"6727 Queen Annes Dr, Raleigh, NC 27613","$339,900",3,3,"1,741",6,6727 Queen Annes Dr, Raleigh,NC 27613,NC,27613,2022-11-30
296,"4617 Fox Rd, Raleigh, NC 27616","$374,700",3,3,"1,590",2,4617 Fox Rd, Raleigh,NC 27616,NC,27616,2022-11-30
297,"6016 Colonial Dr, Raleigh, NC 27603","$210,000",2,1,930,1,6016 Colonial Dr, Raleigh,NC 27603,NC,27603,2022-11-30
298,"904 S East St, Raleigh, NC 27601","$329,000",2,1,"1,157",2,904 S East St, Raleigh,NC 27601,NC,27601,2022-11-30
299,"4924 Trek Ln, Raleigh, NC 27606","$503,900",3,3,"2,065",3,4924 Trek Ln, Raleigh,NC 27606,NC,27606,2022-11-30
300,"2709 Sanctuary Woods Ln, Raleigh, NC 27606","$1,400,000",4,5,"4,762",4,2709 Sanctuary Woods Ln, Raleigh,NC 27606,NC,27606,2022-11-30
301,"227 Mediate Dr, Raleigh, NC 27603","$410,000",4,3,"2,567",6,227 Mediate Dr, Raleigh,NC 27603,NC,27603,2022-11-30
302,"10400 Rosegate Ct UNIT 306, Raleigh, NC 27617","$335,000",2,2,"1,425",1,10400 Rosegate Ct UNIT 306, Raleigh,NC 27617,NC,27617,2022-11-30
303,"2304 Clerestory Pl, Raleigh, NC 27615","$475,000",4,3,"2,147",6,2304 Clerestory Pl, Raleigh,NC 27615,NC,27615,2022-11-30
304,"2909 Rue Sans Famille, Raleigh, NC 27607","$524,900",3,3,"2,120",2,2909 Rue Sans Famille, Raleigh,NC 27607,NC,27607,2022-11-30
305,"2800 Romealia Ln, Raleigh, NC 27613","$899,000",5,5,"3,368",4,2800 Romealia Ln, Raleigh,NC 27613,NC,27613,2022-11-30
306,"2432 Bay Harbor Dr, Raleigh, NC 27604","$260,000",2,3,"1,045",2,2432 Bay Harbor Dr, Raleigh,NC 27604,NC,27604,2022-11-30
307,"1921 Deep Forest Trl, Raleigh, NC 27603","$425,000",4,4,"2,116",2,1921 Deep Forest Trl, Raleigh,NC 27603,NC,27603,2022-11-30
308,"4412 Major Loring Way, Raleigh, NC 27616","$399,900",3,3,"2,216",3,4412 Major Loring Way, Raleigh,NC 27616,NC,27616,2022-11-30
309,"4516 Ocean Crest Cir, Raleigh, NC 27603","$495,000",3,3,"2,490",6,4516 Ocean Crest Cir, Raleigh,NC 27603,NC,27603,2022-11-30
310,"1203 E Lane St, Raleigh, NC 27601","$695,000",3,3,"1,900",5,1203 E Lane St, Raleigh,NC 27601,NC,27601,2022-11-30
311,"205 Woodburn Rd, Raleigh, NC 27605","$1,200,000",4,3,"2,381",2,205 Woodburn Rd, Raleigh,NC 27605,NC,27605,2022-11-30
312,"4015 Sunridge Rd, Raleigh, NC 27613","$659,000",5,3,"3,123",5,4015 Sunridge Rd, Raleigh,NC 27613,NC,27613,2022-11-30
313,"5032 Big Creek Rd, Raleigh, NC 27613","$750,000",4,3,"3,331",4,5032 Big Creek Rd, Raleigh,NC 27613,NC,27613,2022-11-30
314,"8409 Aptos Ct, Raleigh, NC 27613","$824,900",6,5,"4,124",1,8409 Aptos Ct, Raleigh,NC 27613,NC,27613,2022-11-30
315,"4100 Willow Haven Ct, Raleigh, NC 27616","$318,900",3,2,"1,217",6,4100 Willow Haven Ct, Raleigh,NC 27616,NC,27616,2022-11-30
316,"9801 Pine Meadow Ln, Raleigh, NC 27615","$949,000",3,4,"3,829",2,9801 Pine Meadow Ln, Raleigh,NC 27615,NC,27615,2022-11-30
317,"5320 Eagle Trace Dr, Raleigh, NC 27604","$293,900",2,3,"1,237",4,5320 Eagle Trace Dr, Raleigh,NC 27604,NC,27604,2022-11-30
318,"2704 Panther Dr, Raleigh, NC 27603","$429,800",3,3,"2,344",1,2704 Panther Dr, Raleigh,NC 27603,NC,27603,2022-11-30
319,"4003 Marsh Creek Rd, Raleigh, NC 27604","$370,000",3,2,"1,532",1,4003 Marsh Creek Rd, Raleigh,NC 27604,NC,27604,2022-11-30
320,"4512 Latrobe Ct, Raleigh, NC 27604","$355,000",4,3,"1,747",7,4512 Latrobe Ct, Raleigh,NC 27604,NC,27604,2022-11-30
321,"11619 Shavenrock Pl, Raleigh, NC 27613","$519,000",4,3,"3,289",4,11619 Shavenrock Pl, Raleigh,NC 27613,NC,27613,2022-11-30
322,"7232 Ewing Pl, Raleigh, NC 27616","$319,900",3,3,"1,402",7,7232 Ewing Pl, Raleigh,NC 27616,NC,27616,2022-11-30
323,"3200 Broyhill Cir, Raleigh, NC 27604","$392,000",3,2,"1,809",1,3200 Broyhill Cir, Raleigh,NC 27604,NC,27604,2022-11-30
324,"6920 Glendower Rd, Raleigh, NC 27613","$438,000",4,3,"2,394",8,6920 Glendower Rd, Raleigh,NC 27613,NC,27613,2022-11-30
325,"4634 Stonewall Dr, Raleigh, NC 27604","$430,000",5,3,"2,748",2,4634 Stonewall Dr, Raleigh,NC 27604,NC,27604,2022-11-30
326,"11915 Shooting Club Rd, Raleigh, NC 27613","$774,995",4,3,"3,608",4,11915 Shooting Club Rd, Raleigh,NC 27613,NC,27613,2022-11-30
327,"2801 Crestline Ave, Raleigh, NC 27603","$295,000",3,1,"1,092",5,2801 Crestline Ave, Raleigh,NC 27603,NC,27603,2022-11-30
328,"5617 Horsewalk Cir, Raleigh, NC 27606","$784,000",4,3,"2,925",5,5617 Horsewalk Cir, Raleigh,NC 27606,NC,27606,2022-11-30
329,"15 S Bloodworth St, Raleigh, NC 27601","$645,000",4,2,"1,688",1,15 S Bloodworth St, Raleigh,NC 27601,NC,27601,2022-11-30
330,"2605 Tealin Ln, Raleigh, NC 27606","$1,350,000",4,6,"4,300",7,2605 Tealin Ln, Raleigh,NC 27606,NC,27606,2022-11-30
331,"7525 S Tanglewild Dr, Raleigh, NC 27613","$1,950,000",5,4,"5,376",8,7525 S Tanglewild Dr, Raleigh,NC 27613,NC,27613,2022-11-30
332,"10831 Greater Hills St, Raleigh, NC 27614","$645,000",4,4,"3,246",5,10831 Greater Hills St, Raleigh,NC 27614,NC,27614,2022-11-30
333,"1513 Starry Night Ct, Raleigh, NC 27613","$1,325,500",4,5,"4,362",4,1513 Starry Night Ct, Raleigh,NC 27613,NC,27613,2022-11-30
334,"7604 Stuart Dr, Raleigh, NC 27615","$317,000",3,2,"1,187",1,7604 Stuart Dr, Raleigh,NC 27615,NC,27615,2022-11-30
335,"2806 Bedford Green Dr UNIT 108, Raleigh, NC 27604","$415,000",3,4,"1,766",4,2806 Bedford Green Dr UNIT 108, Raleigh,NC 27604,NC,27604,2022-11-30
336,"115 Bertie Dr, Raleigh, NC 27610","$549,000",3,3,"2,089",2,115 Bertie Dr, Raleigh,NC 27610,NC,27610,2022-11-30
337,"8201 Clarks Branch Dr, Raleigh, NC 27613","$775,000",4,4,"3,411",3,8201 Clarks Branch Dr, Raleigh,NC 27613,NC,27613,2022-11-30
338,"2608 Charenson Pl, Raleigh, NC 27614","$675,000",6,4,"3,402",6,2608 Charenson Pl, Raleigh,NC 27614,NC,27614,2022-11-30
339,"4817 Latimer Rd, Raleigh, NC 27609","$631,000",4,2,"1,608",6,4817 Latimer Rd, Raleigh,NC 27609,NC,27609,2022-11-30
340,"2404 Tusket Ct, Raleigh, NC 27613","$406,000",4,3,"2,014",7,2404 Tusket Ct, Raleigh,NC 27613,NC,27613,2022-11-30
341,"2313 August Way, Raleigh, NC 27610","$339,500",3,3,"1,653",2,2313 August Way, Raleigh,NC 27610,NC,27610,2022-11-30
342,"2901 Market Bridge Ln APT 105, Raleigh, NC 27608","$598,900",2,2,"1,475",1,2901 Market Bridge Ln APT 105, Raleigh,NC 27608,NC,27608,2022-11-30
